ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
688485.SH,202605110935,64.98,64.9,65.5,64.23,217302,14082147,1.42,-0.14
600989.SH,202605110935,27.91,27.99,27.99,27.88,1136901,31750360,1.34,0.39
603799.SH,202605110935,66.05,65.8,66.05,65.8,1012358,66713755,-0.3,-0.42
