ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
600900.SH,202605110935,26.96,26.96,26.97,26.95,770900,20781059,-0.15,0
601985.SH,202605110935,9.03,9.04,9.04,9.03,1014610,9167408,-0.33,0
601600.SH,202605110935,11.96,11.95,11.98,11.95,2540700,30407924,0.42,0
