ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
600367.SH,202605110935,24.15,24.0,24.15,24.0,549200,13216937,1.35,-0.62
603063.SH,202605110935,53.46,54.0,54.01,53.46,926100,49867117,4.85,1.09
000488.SZ,202605110935,2.48,2.48,2.49,2.48,160300,398010,-1.2,0.0
