ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
688485.SH,202605120935,62.25,62.64,62.64,62.21,53892,3357907.0,-1.23,0.63
300819.SZ,202605120935,81.46,81.75,82.03,81.22,147600,12077272.0,-4.65,0.36
002484.SZ,202605120935,45.4,45.26,45.49,45.26,360222,16332789.38,-1.89,-0.02
