ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
300433.SZ,202605131030,31.51,31.46,31.51,31.45,481400,15154943,3.22,-0.16
002364.SZ,202605131030,47.53,47.71,47.71,47.53,153700,7319005,8.43,0.4
002439.SZ,202605131030,16.17,16.17,16.18,16.17,59300,958939,1.38,0.0
