pre_close,open,high,low,close,vwap,chg,pct_chg,volume,amt,turn,thscode,time
30.82,30.25,30.65,29.69,30.48,30.200978061245,-0.34,-1.1031797534069,129271782,3904134252.12,2.6011989006558,300433.SZ,2026-05-12
44.73,44.7,44.99,43.46,44.0,44.048672413185,-0.73,-1.6320143080706,34838716,1534599188.38,6.2423367296432,002364.SZ,2026-05-12
16.42,16.3,16.3,15.88,15.95,16.032168436918,-0.47,-2.8623629719854,47134560,755669205.12,6.4692028120959,002439.SZ,2026-05-12
