ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
688485.SH,202605131430,59.29,59.2,59.3,59.2,30271,1793422,-1.97,-0.08
300819.SZ,202605131430,86.52,86.58,86.82,86.52,35800,3101506,4.43,-0.2
002484.SZ,202605131430,47.53,47.58,47.59,47.53,40800,1940557,7.28,0.17
