ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
603063.SH,202605120935,56.5,56.49,56.64,56.18,958000,54055806,-0.28,0.07
603828.SH,202605120935,6.0,6.03,6.03,6.0,353500,2124420,3.61,0.5
000034.SZ,202605120935,41.94,41.87,41.96,41.82,812500,34051173,-1.76,-0.29
