pre_close,open,high,low,close,vwap,chg,pct_chg,volume,amt,turn,thscode,time
60.39,59.89,60.58,57.11,59.3,58.917433597183,-1.09,-1.8049345918198,8992992,529844009.0,10.132037933537,688485.SH,2026-05-13
82.91,82.0,92.0,81.83,86.8,87.105117667206,3.89,4.6918345193583,16350180,1424184352.78,12.132611321049,300819.SZ,2026-05-13
44.35,44.05,48.52,43.45,47.29,46.662576535512,2.94,6.6290868094701,45911694,2142357935.15,5.5957642882663,002484.SZ,2026-05-13
