pre_close,open,high,low,close,vwap,chg,pct_chg,volume,amt,turn,thscode,time
30.48,30.09,33.14,29.89,32.69,31.873341129565,2.21,7.250656167979,181012660,5769478260.95,3.6423256871077,300433.SZ,2026-05-13
44.0,44.5,48.4,43.65,48.4,47.1972257601,4.4,10.0,86286824,4072498712.45,15.46071361354,002364.SZ,2026-05-13
15.95,15.89,17.0,15.86,16.61,16.491612299423,0.66,4.1379310344828,68261415,1125740791.19,9.3688566918975,002439.SZ,2026-05-13
