ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
300433.SZ,202605131430,32.9,32.89,32.9,32.88,398400,13104729,7.91,-0.03
002364.SZ,202605131430,48.4,48.4,48.4,48.4,108300,5241720,10.0,0.0
002439.SZ,202605131430,16.59,16.59,16.59,16.58,101700,1686925,4.01,0.0
