pre_close,open,high,low,close,vwap,chg,pct_chg,volume,amt,turn,thscode,time
76,76.5,76.55,72.54,73.13,73.658592074761,-2.87,-3.7763157894737,76575806,5640466056.95,5.2204898878781,000977.SZ,2026-05-12
