ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
688485.SH,202605121305,60.8,60.86,61.0,60.8,15603,949734,-4.04,0.1
600989.SH,202605121305,28.18,28.16,28.19,28.15,144600,4073264,-0.64,-0.11
603799.SH,202605121305,62.91,62.92,62.93,62.91,207300,13042748,-2.96,0.03
