ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
688485.SH,202605131125,58.84,58.8,58.84,58.35,80330,4710640,-2.63,-0.03
300819.SZ,202605131125,87.01,86.96,87.01,86.8,13200,1147447,4.88,0.07
002484.SZ,202605131125,46.56,46.53,46.58,46.52,27900,1298579,4.92,-0.26
