ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
300433.SZ,202605121030,30.22,30.3,30.31,30.21,475400,14382648,-1.69,0.2
002364.SZ,202605121030,44.3,44.23,44.3,44.23,45700,2022944,-1.12,-0.2
002439.SZ,202605121030,16.13,16.11,16.14,16.11,91000,1467117,-1.89,-0.12
