ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
300433.SZ,202605121125,30.22,30.25,30.29,30.22,549100,16608328.16,-1.85,0.07
002364.SZ,202605121125,43.87,43.86,43.89,43.86,132100,5795835.96,-1.95,-0.05
