ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
688485.SH,202605121125,61.5,61.02,61.68,61.02,106115,6496241,-3.78,-0.78
300819.SZ,202605121125,78.25,78.11,78.73,78.02,44800,3504599,-8.9,-0.19
