ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
688485.SH,202605111118,63.39,63.5,63.5,63.39,1921,121882,-0.77,0.17
002158.SZ,202605111118,32.09,31.98,32.16,31.92,201300,6452252,1.88,-0.34
300819.SZ,202605111118,87.79,88.27,88.28,87.79,36600,3226754,10.27,0.55
