ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
300433.SZ,202605131125,31.83,31.8,31.83,31.78,372777,11855700.37,4.33,-0.06
002364.SZ,202605131125,48.13,48.09,48.28,48.09,129400,6236428.0,9.3,-0.1
002439.SZ,202605131125,16.88,16.84,16.88,16.82,534000,8996104.0,5.58,-0.24
