ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
688485.SH,202605121030,61.73,61.74,61.74,61.73,3192,197045,-2.65,0.02
300819.SZ,202605121030,78.89,78.66,79.0,78.66,44500,3505285,-8.26,-0.28
002484.SZ,202605121030,42.9,42.78,42.91,42.78,234900,10059728,-7.26,-0.28
