pre_close,open,high,low,close,vwap,chg,pct_chg,volume,amt,turn,thscode,time
6.95,6.92,6.93,6.78,6.8,6.833245677198,-0.15,-2.158273381295,248444294,1697680898,0.95290006653385,601328.SH,2026-04-30
5.4,5.31,5.32,5.23,5.27,5.2706949932139,-0.13,-2.4074074074074,230257831,1213618797,1.1428788401322,601006.SH,2026-04-30
7.79,7.76,7.79,7.71,7.77,7.744530832759,-0.02,-0.25673940949936,4667941,36151013,0.65319149262181,605368.SH,2026-04-30
