pre_close,open,high,low,close,vwap,chg,pct_chg,volume,amt,turn,thscode,time
3.25,3.25,3.39,3.16,3.32,3.282803468573,0.07,2.1538461538461,1472800373,4834914173,4.541653282027,601868.SH,2026-05-12
