ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
300819.SZ,202605131305,86.4,86.35,86.45,86.19,43300,3736195,4.15,-0.17
002484.SZ,202605131305,46.76,46.85,46.88,46.73,80800,3782220,5.64,0.11
603063.SH,202605131305,61.86,61.86,61.86,61.86,17200,1063992,9.99,0.0
