ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
603063.SH,202605121430,56.24,56.4,56.4,56.24,78000,4391889,-0.44,0.27
603828.SH,202605121430,5.83,5.83,5.83,5.83,60800,353962,0.17,0.87
000034.SZ,202605121430,41.85,41.81,41.86,41.81,125500,5249628,-1.9,-0.12
