pre_close,open,high,low,close,vwap,chg,pct_chg,volume,amt,turn,thscode,time
54.2,54.3,56.91,52.58,55.2,54.502620552835,1,1.8450184501845,12694268,691870872,14.30211490397,688485.SH,2026-04-30
