ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
300433.SZ,202605121430,30.2,30.21,30.21,30.2,241800,7303928.0,-1.98,0.0
002364.SZ,202605121430,43.99,43.96,44.03,43.96,43500,1913668.44,-1.72,-0.09
002439.SZ,202605121430,15.98,15.98,15.99,15.97,121000,1932945.0,-2.68,0.06
