ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
600900.SH,202605111030,27.08,27.07,27.09,27.07,347800,9418789,0.26,-0.07
601985.SH,202605111030,9.2,9.2,9.21,9.19,767300,7062984,1.43,0.0
601600.SH,202605111030,11.82,11.84,11.85,11.82,674800,7983969,-0.5,0.08
