ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
603828.SH,202605131305,5.63,5.65,5.65,5.63,41200,232056.0,-4.07,0.36
000034.SZ,202605131305,43.14,43.11,43.14,43.1,147531,6360798.1,3.16,-0.12
300433.SZ,202605131305,32.1,32.09,32.12,32.08,857878,27553787.8,5.28,-0.25
