pre_close,open,high,low,close,vwap,chg,pct_chg,volume,amt,turn,thscode,time
85.74,84.1,84.99,78,82.91,80.460427565085,-2.83,-3.3006764637275,14414133,1159767304.16,10.695972351308,300819.SZ,2026-05-12
