pre_close,open,high,low,close,vwap,chg,pct_chg,volume,amt,turn,thscode,time
26.77,27.09,27.42,26.94,27.32,27.255420753644,0.55,2.0545386626821,191463737,5218424711,0.78249972769696,600900.SH,2026-04-30
8.99,8.89,9.02,8.72,8.99,8.9163402188231,0.0,0.0,176275479,1571732143,0.93350007819908,601985.SH,2026-04-30
11.91,11.78,11.79,11.55,11.65,11.64088033128,-0.26,-2.1830394626364,204003293,2374777921,1.5486042507126,601600.SH,2026-04-30
