ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
300819.SZ,202605111125,87.24,87.0,87.24,87.0,12500,1089246,8.68,-0.28
603828.SH,202605111125,5.82,5.82,5.82,5.82,1000,5820,5.05,0.0
