ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
600367.SH,202605111125,24.14,24.13,24.15,24.13,33900,818200,1.9,-0.04
603063.SH,202605111125,56.65,56.46,56.65,56.46,527000,29844029,9.63,-0.34
000488.SZ,202605111125,2.5,2.5,2.5,2.5,0,0,-0.4,0.0
