ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
688485.SH,202605111125,64.05,64.03,64.05,64.0,7500,480115,0.06,-0.02
600989.SH,202605111125,28.22,28.24,28.25,28.21,158200,4466156,2.24,0.07
603799.SH,202605111125,64.61,64.65,64.65,64.59,284250,18362143,-2.05,0.08
