ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
600900.SH,202605111125,27.04,27.04,27.04,27.03,124000,3352449,0.15,0.04
601985.SH,202605111125,9.2,9.19,9.2,9.19,260000,2390821,1.32,0.0
601600.SH,202605111125,11.81,11.81,11.81,11.8,442000,5216144,-0.76,0.0
