ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
301317.SZ,202605111125,65.47,65.38,65.52,65.38,17800,1165111,2.19,-0.2
002422.SZ,202605111125,33.01,33.01,33.02,33.0,14400,475361,-1.87,0.03
600036.SH,202605111125,37.81,37.82,37.82,37.81,112300,4246482,-0.32,0.0
